"date","precipitation","air_temp_mean","air_temp_max","air_temp_min","source","date-2"
"1887-06-01",37.338000726699825,54,64,45,"hospital","1887-06-01"
"1887-06-02",1.0159999772906303,48,55,41,"hospital","1887-06-02"
"1887-06-03",0,59,79,39,"hospital","1887-06-03"
"1887-06-04",0,70,90,52,"hospital","1887-06-04"
"1887-06-05",9.65199987888336,68,79,59,"hospital","1887-06-05"
"1887-06-06",3.8100001513957977,70,81,59,"hospital","1887-06-06"
"1887-06-07",0,70,90,50,"hospital","1887-06-07"
"1887-06-08",64.26199927330016,77,93,61,"hospital","1887-06-08"
"1887-06-09",0,70,77,63,"hospital","1887-06-09"
"1887-06-10",0,59,77,43,"hospital","1887-06-10"
"1887-06-11",0,59,81,39,"hospital","1887-06-11"
"1887-06-12",0,66,82,50,"hospital","1887-06-12"
"1887-06-13",0,70,90,52,"hospital","1887-06-13"
"1887-06-14",0,75,88,63,"hospital","1887-06-14"
"1887-06-15",0,75,88,64,"hospital","1887-06-15"
"1887-06-16",0,81,95,68,"hospital","1887-06-16"
"1887-06-17",19.049999999999997,81,100,63,"hospital","1887-06-17"
"1887-06-18",5.842000105977058,73,93,55,"hospital","1887-06-18"
"1887-06-19",0,73,84,63,"hospital","1887-06-19"
"1887-06-20",1.0159999772906303,79,95,63,"hospital","1887-06-20"
"1887-06-21",0.7619999829679727,64,75,54,"hospital","1887-06-21"
"1887-06-22",0,57,68,48,"hospital","1887-06-22"
"1887-06-23",0.5079999886453151,39,48,32,"hospital","1887-06-23"
"1887-06-24",0,50,68,34,"hospital","1887-06-24"
"1887-06-25",0,57,84,32,"hospital","1887-06-25"
"1887-06-26",0,57,84,32,"hospital","1887-06-26"
"1887-06-27",0,59,84,34,"hospital","1887-06-27"
"1887-06-28",0,77,95,59,"hospital","1887-06-28"
"1887-06-29",0,91,100,82,"hospital","1887-06-29"
"1887-06-30",0,68,97,41,"hospital","1887-06-30"
"1887-07-01",1.7780000075697897,86,93,79,"hospital","1887-07-01"
"1887-07-02",0.7619999829679727,82,99,68,"hospital","1887-07-02"
"1887-07-03",2.2860000908374785,84,97,73,"hospital","1887-07-03"
"1887-07-04",7.112000030279159,81,91,72,"hospital","1887-07-04"
"1887-07-05",0,75,86,64,"hospital","1887-07-05"
"1887-07-06",0,73,86,61,"hospital","1887-07-06"
"1887-07-07",0,79,102,57,"hospital","1887-07-07"
"1887-07-08",0,88,104,72,"hospital","1887-07-08"
"1887-07-09",2.7939999848604202,77,90,64,"hospital","1887-07-09"
"1887-07-10",0,81,91,72,"hospital","1887-07-10"
"1887-07-11",0,79,102,57,"hospital","1887-07-11"
"1887-07-12",0,100,111,91,"hospital","1887-07-12"
"1887-07-13",0.2539999943226576,88,104,72,"hospital","1887-07-13"
"1887-07-14",0,88,100,75,"hospital","1887-07-14"
"1887-07-15",0,93,115,72,"hospital","1887-07-15"
"1887-07-16",0,99,117,81,"hospital","1887-07-16"
"1887-07-17",0,102,118,86,"hospital","1887-07-17"
"1887-07-18",0,81,90,73,"hospital","1887-07-18"
"1887-07-19",0,84,97,72,"hospital","1887-07-19"
"1887-07-20",0,82,100,66,"hospital","1887-07-20"
"1887-07-21",5.080000075697899,77,91,64,"hospital","1887-07-21"
"1887-07-22",0,77,93,63,"hospital","1887-07-22"
"1887-07-23",0,63,81,46,"hospital","1887-07-23"
"1887-07-24",0,68,90,46,"hospital","1887-07-24"
"1887-07-25",0,70,88,54,"hospital","1887-07-25"
"1887-07-26",0,81,102,59,"hospital","1887-07-26"
"1887-07-27",0,91,111,72,"hospital","1887-07-27"
"1887-07-28",0,84,100,68,"hospital","1887-07-28"
"1887-07-29",0,90,109,72,"hospital","1887-07-29"
"1887-07-30",0,81,104,57,"hospital","1887-07-30"
"1887-07-31",0,86,100,72,"hospital","1887-07-31"
"1887-08-01",0,84,102,68,"hospital","1887-08-01"
"1887-08-02",NULL,86,109,63,"hospital","1887-08-02"
"1887-08-03",NULL,88,111,66,"hospital","1887-08-03"
"1887-08-04",0.5079999886453151,90,108,72,"hospital","1887-08-04"
"1887-08-05",0.2539999943226576,82,106,59,"hospital","1887-08-05"
"1887-08-06",NULL,66,86,48,"hospital","1887-08-06"
"1887-08-07",NULL,73,93,55,"hospital","1887-08-07"
"1887-08-08",NULL,81,102,59,"hospital","1887-08-08"
"1887-08-09",NULL,86,111,61,"hospital","1887-08-09"
"1887-08-10",NULL,90,113,68,"hospital","1887-08-10"
"1887-08-11",16.50999939441681,79,90,68,"hospital","1887-08-11"
"1887-08-12",NULL,70,84,57,"hospital","1887-08-12"
"1887-08-13",NULL,72,84,59,"hospital","1887-08-13"
"1887-08-14",NULL,66,73,59,"hospital","1887-08-14"
"1887-08-15",20.320000302791595,63,64,61,"hospital","1887-08-15"
"1887-08-16",NULL,72,77,66,"hospital","1887-08-16"
"1887-08-17",0.7619999829679727,66,75,59,"hospital","1887-08-17"
"1887-08-18",NULL,75,88,64,"hospital","1887-08-18"
"1887-08-19",NULL,70,81,59,"hospital","1887-08-19"
"1887-08-20",NULL,75,84,68,"hospital","1887-08-20"
"1887-08-21",3.0479999318718907,68,73,64,"hospital","1887-08-21"
"1887-08-22",0.2539999943226576,72,84,61,"hospital","1887-08-22"
"1887-08-23",0.5079999886453151,55,70,43,"hospital","1887-08-23"
"1887-08-24",NULL,48,61,37,"hospital","1887-08-24"
"1887-08-25",NULL,50,55,46,"hospital","1887-08-25"
"1887-08-26",0.7619999829679727,48,61,37,"hospital","1887-08-26"
"1887-08-27",NULL,54,66,41,"hospital","1887-08-27"
"1887-08-28",NULL,61,68,54,"hospital","1887-08-28"
"1887-08-29",NULL,59,75,43,"hospital","1887-08-29"
"1887-08-30",NULL,61,81,43,"hospital","1887-08-30"
"1887-08-31",NULL,79,90,70,"hospital","1887-08-31"
"1887-09-01",NULL,73,97,52,"hospital","1887-09-01"
"1887-09-02",3.8100001513957977,72,79,64,"hospital","1887-09-02"
"1887-09-03",NULL,64,77,54,"hospital","1887-09-03"
"1887-09-04",NULL,68,90,46,"hospital","1887-09-04"
"1887-09-05",14.985999333858489,75,95,55,"hospital","1887-09-05"
"1887-09-06",NULL,79,95,63,"hospital","1887-09-06"
"1887-09-07",NULL,61,84,39,"hospital","1887-09-07"
"1887-09-08",NULL,45,64,25,"hospital","1887-09-08"
"1887-09-09",5.080000075697899,57,73,43,"hospital","1887-09-09"
"1887-09-10",NULL,37,55,19,"hospital","1887-09-10"
"1887-09-11",NULL,45,61,30,"hospital","1887-09-11"
"1887-09-12",10.160000151395797,55,66,45,"hospital","1887-09-12"
"1887-09-13",NULL,70,90,50,"hospital","1887-09-13"
"1887-09-14",NULL,55,73,39,"hospital","1887-09-14"
"1887-09-15",NULL,48,63,34,"hospital","1887-09-15"
"1887-09-16",NULL,37,59,18,"hospital","1887-09-16"
"1887-09-17",NULL,45,68,23,"hospital","1887-09-17"
"1887-09-18",NULL,50,75,25,"hospital","1887-09-18"
"1887-09-19",NULL,55,79,34,"hospital","1887-09-19"
"1887-09-20",NULL,64,86,45,"hospital","1887-09-20"
"1887-09-21",NULL,64,81,48,"hospital","1887-09-21"
"1887-09-22",31.75,46,59,34,"hospital","1887-09-22"
"1887-09-23",NULL,25,37,14,"hospital","1887-09-23"
"1887-09-24",NULL,23,43,3,"hospital","1887-09-24"
"1887-09-25",NULL,37,50,25,"hospital","1887-09-25"
"1887-09-26",NULL,37,52,25,"hospital","1887-09-26"
"1887-09-27",NULL,37,43,32,"hospital","1887-09-27"
"1887-09-28",5.080000075697899,43,57,30,"hospital","1887-09-28"
"1887-09-29",48.25999939441681,54,68,39,"hospital","1887-09-29"
"1887-09-30",NULL,46,54,39,"hospital","1887-09-30"
"1887-10-01",NULL,41,45,37,"hospital","1887-10-01"
"1887-10-02",7.365999788045883,52,66,37,"hospital","1887-10-02"
"1887-10-03",NULL,46,57,36,"hospital","1887-10-03"
"1887-10-04",NULL,32,41,23,"hospital","1887-10-04"
"1887-10-05",NULL,27,37,18,"hospital","1887-10-05"
"1887-10-06",0.2539999943226576,37,54,23,"hospital","1887-10-06"
"1887-10-07",1.0159999772906303,59,81,39,"hospital","1887-10-07"
"1887-10-08",NULL,64,72,57,"hospital","1887-10-08"
"1887-10-09",NULL,52,61,45,"hospital","1887-10-09"
"1887-10-10",19.557999515533446,36,50,21,"hospital","1887-10-10"
"1887-10-11",2.2860000908374785,19,28,10,"hospital","1887-10-11"
"1887-10-12",0.7619999829679727,21,34,10,"hospital","1887-10-12"
"1887-10-13",NULL,27,36,18,"hospital","1887-10-13"
"1887-10-14",NULL,19,32,9,"hospital","1887-10-14"
"1887-10-15",NULL,25,48,3,"hospital","1887-10-15"
"1887-10-16",NULL,39,63,16,"hospital","1887-10-16"
"1887-10-17",NULL,37,48,28,"hospital","1887-10-17"
"1887-10-18",1.0159999772906303,30,43,19,"hospital","1887-10-18"
"1887-10-19",NULL,25,48,1,"hospital","1887-10-19"
"1887-10-20",NULL,28,43,14,"hospital","1887-10-20"
"1887-10-21",NULL,12,23,1,"hospital","1887-10-21"
"1887-10-22",2.5400000378489493,12,27,0,"hospital","1887-10-22"
"1887-10-23",NULL,23,41,5,"hospital","1887-10-23"
"1887-10-24",27.94000060558319,14,23,5,"hospital","1887-10-24"
"1887-10-25",NULL,-3,10,-16,"hospital","1887-10-25"
"1887-10-26",NULL,-1,18,-21,"hospital","1887-10-26"
"1887-10-27",NULL,14,30,-1,"hospital","1887-10-27"
"1887-10-28",NULL,25,41,10,"hospital","1887-10-28"
"1887-10-29",0.7619999829679727,9,28,-9,"hospital","1887-10-29"
"1887-10-30",NULL,-3,14,-19,"hospital","1887-10-30"
"1887-10-31",NULL,21,43,1,"hospital","1887-10-31"
"1887-11-01",NULL,23,41,5,"hospital","1887-11-01"
"1887-11-02",NULL,36,59,14,"hospital","1887-11-02"
"1887-11-03",NULL,32,50,14,"hospital","1887-11-03"
"1887-11-04",NULL,25,48,3,"hospital","1887-11-04"
"1887-11-05",NULL,14,30,0,"hospital","1887-11-05"
"1887-11-06",NULL,34,57,12,"hospital","1887-11-06"
"1887-11-07",NULL,41,61,23,"hospital","1887-11-07"
"1887-11-08",NULL,19,37,1,"hospital","1887-11-08"
"1887-11-09",NULL,9,19,-1,"hospital","1887-11-09"
"1887-11-10",3.8100001513957977,10,14,7,"hospital","1887-11-10"
"1887-11-11",NULL,14,25,3,"hospital","1887-11-11"
"1887-11-12",NULL,9,23,-5,"hospital","1887-11-12"
"1887-11-13",NULL,12,28,-3,"hospital","1887-11-13"
"1887-11-14",NULL,16,27,7,"hospital","1887-11-14"
"1887-11-15",2.2860000908374785,14,21,7,"hospital","1887-11-15"
"1887-11-16",NULL,18,36,1,"hospital","1887-11-16"
"1887-11-17",NULL,9,18,0,"hospital","1887-11-17"
"1887-11-18",NULL,10,25,-3,"hospital","1887-11-18"
"1887-11-19",NULL,1,21,-18,"hospital","1887-11-19"
"1887-11-20",NULL,-12,-5,-18,"hospital","1887-11-20"
"1887-11-21",5.080000075697899,-16,-3,-28,"hospital","1887-11-21"
"1887-11-22",NULL,-5,10,-19,"hospital","1887-11-22"
"1887-11-23",NULL,9,16,1,"hospital","1887-11-23"
"1887-11-24",NULL,3,7,0,"hospital","1887-11-24"
"1887-11-25",NULL,7,12,1,"hospital","1887-11-25"
"1887-11-26",NULL,16,27,5,"hospital","1887-11-26"
"1887-11-27",39.87800133228302,12,46,-21,"hospital","1887-11-27"
"1887-11-28",4.3180000454187395,-27,-18,-36,"hospital","1887-11-28"
"1887-11-29",NULL,-21,-5,-36,"hospital","1887-11-29"
"1887-11-30",NULL,-12,-1,-23,"hospital","1887-11-30"
"1887-12-01",NULL,-5,10,-21,"hospital","1887-12-01"
"1887-12-02",NULL,0,7,-5,"hospital","1887-12-02"
"1887-12-03",NULL,12,23,3,"hospital","1887-12-03"
"1887-12-04",32.51199927330017,14,37,-7,"hospital","1887-12-04"
"1887-12-05",NULL,-5,3,-12,"hospital","1887-12-05"
"1887-12-06",NULL,5,21,-9,"hospital","1887-12-06"
"1887-12-07",NULL,12,21,3,"hospital","1887-12-07"
"1887-12-08",NULL,7,16,-1,"hospital","1887-12-08"
"1887-12-09",NULL,10,27,-5,"hospital","1887-12-09"
"1887-12-10",NULL,10,16,7,"hospital","1887-12-10"
"1887-12-11",NULL,1,12,-9,"hospital","1887-12-11"
"1887-12-12",23.114000666141507,-7,0,-14,"hospital","1887-12-12"
"1887-12-13",NULL,0,10,-9,"hospital","1887-12-13"
"1887-12-14",NULL,1,18,-14,"hospital","1887-12-14"
"1887-12-15",1.0159999772906303,0,9,-9,"hospital","1887-12-15"
"1887-12-16",NULL,-7,-1,-10,"hospital","1887-12-16"
"1887-12-17",NULL,-7,-1,-12,"hospital","1887-12-17"
"1887-12-18",0.7619999829679727,1,10,-5,"hospital","1887-12-18"
"1887-12-19",1.0159999772906303,7,16,-1,"hospital","1887-12-19"
"1887-12-20",NULL,10,19,3,"hospital","1887-12-20"
"1887-12-21",NULL,-23,5,-50,"hospital","1887-12-21"
"1887-12-22",4.572000181674957,-39,-30,-48,"hospital","1887-12-22"
"1887-12-23",NULL,-27,-12,-39,"hospital","1887-12-23"
"1887-12-24",0.2539999943226576,-25,-14,-36,"hospital","1887-12-24"
"1887-12-25",0.5079999886453151,-19,-14,-25,"hospital","1887-12-25"
"1887-12-26",NULL,-19,-14,-25,"hospital","1887-12-26"
"1887-12-27",NULL,-9,1,-19,"hospital","1887-12-27"
"1887-12-28",NULL,-19,1,-39,"hospital","1887-12-28"
"1887-12-29",9.398000121116638,-36,-27,-43,"hospital","1887-12-29"
"1887-12-30",NULL,-39,-25,-52,"hospital","1887-12-30"
"1887-12-31",9.65199987888336,-9,10,-28,"hospital","1887-12-31"
"1888-01-01",0,-14,10,-39,"hospital","1888-01-01"
"1888-01-02",0,-39,-32,-46,"hospital","1888-01-02"
"1888-01-03",1.5239999659359453,-25,-14,-36,"hospital","1888-01-03"
"1888-01-04",0,-5,10,-21,"hospital","1888-01-04"
"1888-01-05",0,-3,3,-9,"hospital","1888-01-05"
"1888-01-06",0,7,18,-3,"hospital","1888-01-06"
"1888-01-07",18.033999454975127,3,12,-3,"hospital","1888-01-07"
"1888-01-08",0,-7,0,-14,"hospital","1888-01-08"
"1888-01-09",1.2700000189244747,-16,-9,-21,"hospital","1888-01-09"
"1888-01-10",1.2700000189244747,-27,-12,-39,"hospital","1888-01-10"
"1888-01-11",0,-43,-34,-50,"hospital","1888-01-11"
"1888-01-12",0,-30,-5,-55,"hospital","1888-01-12"
"1888-01-13",6.858000272512435,-21,9,-52,"hospital","1888-01-13"
"1888-01-14",0,-43,-21,-63,"hospital","1888-01-14"
"1888-01-15",5.333999833464622,-37,-25,-50,"hospital","1888-01-15"
"1888-01-16",0,-45,-36,-52,"hospital","1888-01-16"
"1888-01-17",0,-32,-21,-41,"hospital","1888-01-17"
"1888-01-18",0,-32,-21,-41,"hospital","1888-01-18"
"1888-01-19",2.0319999545812606,-41,-23,-57,"hospital","1888-01-19"
"1888-01-20",0.7619999829679727,-37,-23,-50,"hospital","1888-01-20"
"1888-01-21",0,-55,-45,-64,"hospital","1888-01-21"
"1888-01-22",0,-45,-30,-57,"hospital","1888-01-22"
"1888-01-23",0.2539999943226576,-30,-14,-46,"hospital","1888-01-23"
"1888-01-24",0,-39,-23,-54,"hospital","1888-01-24"
"1888-01-25",0,-18,-5,-30,"hospital","1888-01-25"
"1888-01-26",0,-25,-14,-36,"hospital","1888-01-26"
"1888-01-27",10.667999666929244,-37,-25,-48,"hospital","1888-01-27"
"1888-01-28",0,-34,-19,-48,"hospital","1888-01-28"
"1888-01-29",0,-18,-5,-30,"hospital","1888-01-29"
"1888-01-30",0,-3,5,-10,"hospital","1888-01-30"
"1888-01-31",0,-1,3,-7,"hospital","1888-01-31"
"1888-02-01",0,-1,3,-5,"hospital","1888-02-01"
"1888-02-02",0,-3,3,-10,"hospital","1888-02-02"
"1888-02-03",0,-1,9,-10,"hospital","1888-02-03"
"1888-02-04",0,1,9,-5,"hospital","1888-02-04"
"1888-02-05",0,-10,3,-25,"hospital","1888-02-05"
"1888-02-06",4.82599993944168,-25,-10,-39,"hospital","1888-02-06"
"1888-02-07",0,-18,-3,-30,"hospital","1888-02-07"
"1888-02-08",5.5879999697208405,-43,-27,-57,"hospital","1888-02-08"
"1888-02-09",0,-59,-50,-68,"hospital","1888-02-09"
"1888-02-10",0,-52,-30,-72,"hospital","1888-02-10"
"1888-02-11",0.2539999943226576,-41,-25,-55,"hospital","1888-02-11"
"1888-02-12",0,-27,-1,-50,"hospital","1888-02-12"
"1888-02-13",0,-1,19,-21,"hospital","1888-02-13"
"1888-02-14",0.5079999886453151,-16,18,-48,"hospital","1888-02-14"
"1888-02-15",0,-55,-45,-64,"hospital","1888-02-15"
"1888-02-16",0,-25,7,-55,"hospital","1888-02-16"
"1888-02-17",0,3,16,-9,"hospital","1888-02-17"
"1888-02-18",0,7,19,-5,"hospital","1888-02-18"
"1888-02-19",0,10,19,3,"hospital","1888-02-19"
"1888-02-20",5.5879999697208405,1,23,-19,"hospital","1888-02-20"
"1888-02-21",0,-9,1,-19,"hospital","1888-02-21"
"1888-02-22",0,-1,18,-19,"hospital","1888-02-22"
"1888-02-23",0,10,21,1,"hospital","1888-02-23"
"1888-02-24",0,10,27,-5,"hospital","1888-02-24"
"1888-02-25",0,-7,18,-30,"hospital","1888-02-25"
"1888-02-26",0,-43,-36,-48,"hospital","1888-02-26"
"1888-02-27",21.33599933385849,-46,-34,-57,"hospital","1888-02-27"
"1888-02-28",0,-27,-5,-48,"hospital","1888-02-28"
"1888-02-29",NULL,NULL,NULL,NULL,"hospital","1888-02-29"
"1888-03-01",0.2539999943226576,7,14,0,"hospital","1888-03-01"
"1888-03-02",7.6200003027915955,10,36,-14,"hospital","1888-03-02"
"1888-03-03",0,-19,-9,-30,"hospital","1888-03-03"
"1888-03-04",0,-30,-18,-43,"hospital","1888-03-04"
"1888-03-05",0,-28,-19,-37,"hospital","1888-03-05"
"1888-03-06",0,-27,-12,-41,"hospital","1888-03-06"
"1888-03-07",0,-14,3,-30,"hospital","1888-03-07"
"1888-03-08",0,-7,9,-21,"hospital","1888-03-08"
"1888-03-09",0,7,21,-7,"hospital","1888-03-09"
"1888-03-10",0.2539999943226576,12,18,7,"hospital","1888-03-10"
"1888-03-11",5.5879999697208405,-7,9,-23,"hospital","1888-03-11"
"1888-03-12",0,-25,-16,-34,"hospital","1888-03-12"
"1888-03-13",0,-28,-16,-41,"hospital","1888-03-13"
"1888-03-14",0,-18,1,-37,"hospital","1888-03-14"
"1888-03-15",0,7,30,-14,"hospital","1888-03-15"
"1888-03-16",0,5,19,-9,"hospital","1888-03-16"
"1888-03-17",0,-3,9,-14,"hospital","1888-03-17"
"1888-03-18",0,5,25,-12,"hospital","1888-03-18"
"1888-03-19",0.2539999943226576,36,63,10,"hospital","1888-03-19"
"1888-03-20",10.160000151395797,19,39,0,"hospital","1888-03-20"
"1888-03-21",0,-16,3,-34,"hospital","1888-03-21"
"1888-03-22",0,-39,-30,-48,"hospital","1888-03-22"
"1888-03-23",3.0479999318718907,-30,-9,-50,"hospital","1888-03-23"
"1888-03-24",0,-23,-9,-36,"hospital","1888-03-24"
"1888-03-25",0,-18,-5,-30,"hospital","1888-03-25"
"1888-03-26",0.2539999943226576,7,23,-7,"hospital","1888-03-26"
"1888-03-27",19.049999999999997,1,7,-3,"hospital","1888-03-27"
"1888-03-28",1.7780000075697897,0,9,-7,"hospital","1888-03-28"
"1888-03-29",0,7,25,-9,"hospital","1888-03-29"
"1888-03-30",0.2539999943226576,21,43,0,"hospital","1888-03-30"
"1888-03-31",0,12,28,-1,"hospital","1888-03-31"
"1888-04-01",0,25,54,-1,"hospital","1888-04-01"
"1888-04-02",0,10,28,-7,"hospital","1888-04-02"
"1888-04-03",0,9,30,-12,"hospital","1888-04-03"
"1888-04-04",0,23,48,0,"hospital","1888-04-04"
"1888-04-05",5.333999833464622,45,68,23,"hospital","1888-04-05"
"1888-04-06",0,19,36,3,"hospital","1888-04-06"
"1888-04-07",0,16,34,0,"hospital","1888-04-07"
"1888-04-08",0,14,37,-9,"hospital","1888-04-08"
"1888-04-09",0,28,48,9,"hospital","1888-04-09"
"1888-04-10",9.905999636650085,25,41,10,"hospital","1888-04-10"
"1888-04-11",0,23,43,5,"hospital","1888-04-11"
"1888-04-12",0,7,21,-5,"hospital","1888-04-12"
"1888-04-13",0.2539999943226576,19,45,-5,"hospital","1888-04-13"
"1888-04-14",0,25,41,9,"hospital","1888-04-14"
"1888-04-15",0.2539999943226576,19,30,9,"hospital","1888-04-15"
"1888-04-16",0,23,41,5,"hospital","1888-04-16"
"1888-04-17",0.5079999886453151,28,46,10,"hospital","1888-04-17"
"1888-04-18",0,19,34,5,"hospital","1888-04-18"
"1888-04-19",1.0159999772906303,14,25,3,"hospital","1888-04-19"
"1888-04-20",0,9,23,-3,"hospital","1888-04-20"
"1888-04-21",0,14,28,1,"hospital","1888-04-21"
"1888-04-22",0,23,39,7,"hospital","1888-04-22"
"1888-04-23",0,16,30,1,"hospital","1888-04-23"
"1888-04-24",0,18,45,-7,"hospital","1888-04-24"
"1888-04-25",0,28,55,1,"hospital","1888-04-25"
"1888-04-26",0,52,82,23,"hospital","1888-04-26"
"1888-04-27",0,64,90,41,"hospital","1888-04-27"
"1888-04-28",0,68,91,45,"hospital","1888-04-28"
"1888-04-29",0,63,84,41,"hospital","1888-04-29"
"1888-04-30",9.905999636650085,30,48,12,"hospital","1888-04-30"
"1888-05-01",0,19,36,3,"hospital","1888-05-01"
"1888-05-02",0,23,46,1,"hospital","1888-05-02"
"1888-05-03",0.5079999886453151,50,82,19,"hospital","1888-05-03"
"1888-05-04",1.2700000189244747,43,63,25,"hospital","1888-05-04"
"1888-05-05",0,36,54,18,"hospital","1888-05-05"
"1888-05-06",0,52,72,32,"hospital","1888-05-06"
"1888-05-07",0.2539999943226576,39,54,25,"hospital","1888-05-07"
"1888-05-08",12.953999757766724,46,72,23,"hospital","1888-05-08"
"1888-05-09",3.0479999318718907,43,54,34,"hospital","1888-05-09"
"1888-05-10",0,52,75,30,"hospital","1888-05-10"
"1888-05-11",2.0319999545812606,66,86,48,"hospital","1888-05-11"
"1888-05-12",30.480001211166382,34,57,10,"hospital","1888-05-12"
"1888-05-13",0,12,21,5,"hospital","1888-05-13"
"1888-05-14",0,16,27,7,"hospital","1888-05-14"
"1888-05-15",0,25,41,9,"hospital","1888-05-15"
"1888-05-16",0,23,41,5,"hospital","1888-05-16"
"1888-05-17",0,34,52,18,"hospital","1888-05-17"
"1888-05-18",9.65199987888336,27,37,16,"hospital","1888-05-18"
"1888-05-19",0,25,39,12,"hospital","1888-05-19"
"1888-05-20",0,36,63,9,"hospital","1888-05-20"
"1888-05-21",0,50,77,23,"hospital","1888-05-21"
"1888-05-22",0,63,86,41,"hospital","1888-05-22"
"1888-05-23",0,57,79,37,"hospital","1888-05-23"
"1888-05-24",0,59,79,39,"hospital","1888-05-24"
"1888-05-25",6.35,55,66,46,"hospital","1888-05-25"
"1888-05-26",0,57,75,41,"hospital","1888-05-26"
"1888-05-27",3.3019998788833615,64,82,46,"hospital","1888-05-27"
"1888-05-28",48.76799890995025,50,63,39,"hospital","1888-05-28"
"1888-05-29",0,52,73,30,"hospital","1888-05-29"
"1888-05-30",0,50,66,34,"hospital","1888-05-30"
"1888-05-31",6.35,41,50,32,"hospital","1888-05-31"
"1888-06-01",3.8100001513957977,46,64,28,"hospital","1888-06-01"
"1888-06-02",0,34,54,16,"hospital","1888-06-02"
"1888-06-03",0,41,61,23,"hospital","1888-06-03"
"1888-06-04",0,50,73,28,"hospital","1888-06-04"
"1888-06-05",0,64,91,37,"hospital","1888-06-05"
"1888-06-06",0,57,79,37,"hospital","1888-06-06"
"1888-06-07",0,45,66,25,"hospital","1888-06-07"
"1888-06-08",0,64,91,37,"hospital","1888-06-08"
"1888-06-09",3.8100001513957977,72,88,57,"hospital","1888-06-09"
"1888-06-10",1.7780000075697897,54,75,32,"hospital","1888-06-10"
"1888-06-11",0,48,68,28,"hospital","1888-06-11"
"1888-06-12",0,57,79,37,"hospital","1888-06-12"
"1888-06-13",32.51199927330017,70,90,50,"hospital","1888-06-13"
"1888-06-14",0,72,90,55,"hospital","1888-06-14"
"1888-06-15",0,82,99,68,"hospital","1888-06-15"
"1888-06-16",0,79,102,57,"hospital","1888-06-16"
"1888-06-17",0,84,106,63,"hospital","1888-06-17"
"1888-06-18",0,90,104,75,"hospital","1888-06-18"
"1888-06-19",0,88,104,72,"hospital","1888-06-19"
"1888-06-20",0,82,106,61,"hospital","1888-06-20"
"1888-06-21",26.415999031066892,84,104,66,"hospital","1888-06-21"
"1888-06-22",0,77,93,63,"hospital","1888-06-22"
"1888-06-23",12.446000242233275,81,93,68,"hospital","1888-06-23"
"1888-06-24",0,73,88,59,"hospital","1888-06-24"
"1888-06-25",0.2539999943226576,70,82,59,"hospital","1888-06-25"
"1888-06-26",0,63,77,50,"hospital","1888-06-26"
"1888-06-27",9.144000363349914,59,72,48,"hospital","1888-06-27"
"1888-06-28",14.985999333858489,63,75,50,"hospital","1888-06-28"
"1888-06-29",0,57,73,41,"hospital","1888-06-29"
"1888-06-30",0,68,88,50,"hospital","1888-06-30"
"1888-07-01",0,68,82,54,"hospital","1888-07-01"
"1888-07-02",0,70,88,52,"hospital","1888-07-02"
"1888-07-03",0,79,100,57,"hospital","1888-07-03"
"1888-07-04",2.0319999545812606,81,97,66,"hospital","1888-07-04"
"1888-07-05",0,82,99,66,"hospital","1888-07-05"
"1888-07-06",1.0159999772906303,75,93,57,"hospital","1888-07-06"
"1888-07-07",0.7619999829679727,86,97,75,"hospital","1888-07-07"
"1888-07-08",0.5079999886453151,73,84,63,"hospital","1888-07-08"
"1888-07-09",0.2539999943226576,64,72,59,"hospital","1888-07-09"
"1888-07-10",0,64,86,45,"hospital","1888-07-10"
"1888-07-11",0,81,99,64,"hospital","1888-07-11"
"1888-07-12",0,68,88,48,"hospital","1888-07-12"
"1888-07-13",0,54,75,32,"hospital","1888-07-13"
"1888-07-14",0,55,72,39,"hospital","1888-07-14"
"1888-07-15",0,61,84,37,"hospital","1888-07-15"
"1888-07-16",0,63,86,39,"hospital","1888-07-16"
"1888-07-17",0,72,93,52,"hospital","1888-07-17"
"1888-07-18",1.7780000075697897,75,91,59,"hospital","1888-07-18"
"1888-07-19",0,64,79,50,"hospital","1888-07-19"
"1888-07-20",0,63,84,41,"hospital","1888-07-20"
"1888-07-21",0,64,90,41,"hospital","1888-07-21"
"1888-07-22",0.5079999886453151,73,86,63,"hospital","1888-07-22"
"1888-07-23",0,72,95,48,"hospital","1888-07-23"
"1888-07-24",0,68,95,43,"hospital","1888-07-24"
"1888-07-25",0,66,91,41,"hospital","1888-07-25"
"1888-07-26",11.175999939441681,73,88,59,"hospital","1888-07-26"
"1888-07-27",0,72,86,59,"hospital","1888-07-27"
"1888-07-28",0,73,93,54,"hospital","1888-07-28"
"1888-07-29",0,75,99,54,"hospital","1888-07-29"
"1888-07-30",0,84,104,66,"hospital","1888-07-30"
"1888-07-31",42.16399915218353,84,100,70,"hospital","1888-07-31"
"1888-08-01",0,68,86,52,"hospital","1888-08-01"
"1888-08-02",0.7619999829679727,72,90,54,"hospital","1888-08-02"
"1888-08-03",0.2539999943226576,88,106,72,"hospital","1888-08-03"
"1888-08-04",0,82,106,59,"hospital","1888-08-04"
"1888-08-05",0,72,91,54,"hospital","1888-08-05"
"1888-08-06",1.0159999772906303,75,90,61,"hospital","1888-08-06"
"1888-08-07",3.0479999318718907,70,81,61,"hospital","1888-08-07"
"1888-08-08",0,64,81,48,"hospital","1888-08-08"
