"date","precipitation","air_temp_mean","air_temp_max","air_temp_min","source","date-2"
"1928-01-05",0,-19,-7,-32,"hospital","1928-01-05"
"1928-01-06",0,0,10,-10,"hospital","1928-01-06"
"1928-01-07",0,9,12,5,"hospital","1928-01-07"
"1928-01-08",7.6200003027915955,3,9,0,"hospital","1928-01-08"
"1928-01-09",0,0,3,-3,"hospital","1928-01-09"
"1928-01-10",0,7,21,-5,"hospital","1928-01-10"
"1928-01-11",0,12,21,3,"hospital","1928-01-11"
"1928-01-12",0,7,19,-3,"hospital","1928-01-12"
"1928-01-13",1.0159999772906303,9,14,5,"hospital","1928-01-13"
"1928-01-14",1.2700000189244747,23,41,5,"hospital","1928-01-14"
"1928-01-15",0,9,37,-18,"hospital","1928-01-15"
"1928-01-16",1.0159999772906303,-10,1,-23,"hospital","1928-01-16"
"1928-01-17",0,0,7,-5,"hospital","1928-01-17"
"1928-01-18",0,0,10,-9,"hospital","1928-01-18"
"1928-01-19",19.049999999999997,3,10,-1,"hospital","1928-01-19"
"1928-01-20",0,-27,0,-52,"hospital","1928-01-20"
"1928-01-21",8.889999848604202,-41,-34,-48,"hospital","1928-01-21"
"1928-01-22",0,-19,3,-41,"hospital","1928-01-22"
"1928-01-23",0,-10,7,-27,"hospital","1928-01-23"
"1928-01-24",3.8100001513957977,-3,3,-10,"hospital","1928-01-24"
"1928-01-25",7.6200003027915955,-19,-3,-34,"hospital","1928-01-25"
"1928-01-26",0,-28,-14,-43,"hospital","1928-01-26"
"1928-01-27",0,-36,-28,-41,"hospital","1928-01-27"
"1928-01-28",7.112000030279159,-45,-34,-54,"hospital","1928-01-28"
"1928-01-29",0,-46,-36,-57,"hospital","1928-01-29"
"1928-01-30",0,-43,-25,-59,"hospital","1928-01-30"
"1928-01-31",0,-21,-14,-28,"hospital","1928-01-31"
"1928-02-01",2.0319999545812606,-23,-14,-32,"hospital","1928-02-01"
"1928-02-02",0,-25,-7,-43,"hospital","1928-02-02"
"1928-02-03",0,-1,18,-19,"hospital","1928-02-03"
"1928-02-04",0.7619999829679727,12,19,5,"hospital","1928-02-04"
"1928-02-05",0,-3,10,-18,"hospital","1928-02-05"
"1928-02-06",0,-10,5,-27,"hospital","1928-02-06"
"1928-02-07",6.095999863743781,9,23,-5,"hospital","1928-02-07"
"1928-02-08",1.2700000189244747,7,21,-5,"hospital","1928-02-08"
"1928-02-09",5.080000075697899,-9,-3,-14,"hospital","1928-02-09"
"1928-02-10",0,-16,0,-30,"hospital","1928-02-10"
"1928-02-11",0,0,5,-5,"hospital","1928-02-11"
"1928-02-12",0,-10,5,-27,"hospital","1928-02-12"
"1928-02-13",0,1,10,-7,"hospital","1928-02-13"
"1928-02-14",13.71600054502487,7,10,5,"hospital","1928-02-14"
"1928-02-15",0.5079999886453151,1,9,-5,"hospital","1928-02-15"
"1928-02-16",0,-7,0,-12,"hospital","1928-02-16"
"1928-02-17",0,-7,0,-14,"hospital","1928-02-17"
"1928-02-18",10.160000151395797,-23,-7,-37,"hospital","1928-02-18"
"1928-02-19",0,-27,-7,-46,"hospital","1928-02-19"
"1928-02-20",0,-28,-7,-48,"hospital","1928-02-20"
"1928-02-21",0,-41,-21,-59,"hospital","1928-02-21"
"1928-02-22",0,-10,10,-30,"hospital","1928-02-22"
"1928-02-23",2.5400000378489493,-9,5,-23,"hospital","1928-02-23"
"1928-02-24",0,-32,-23,-41,"hospital","1928-02-24"
"1928-02-25",1.2700000189244747,-43,-34,-50,"hospital","1928-02-25"
"1928-02-26",0,-27,0,-54,"hospital","1928-02-26"
"1928-02-27",0,-5,10,-19,"hospital","1928-02-27"
"1928-02-28",0,-7,16,-30,"hospital","1928-02-28"
"1928-02-29",NULL,NULL,NULL,NULL,"hospital","1928-02-29"
"1928-03-01",2.5400000378489493,-12,0,-23,"hospital","1928-03-01"
"1928-03-02",0,-10,0,-19,"hospital","1928-03-02"
"1928-03-03",0,-19,-7,-30,"hospital","1928-03-03"
"1928-03-04",0,-9,7,-23,"hospital","1928-03-04"
"1928-03-05",0,-28,-21,-36,"hospital","1928-03-05"
"1928-03-06",0,-18,3,-37,"hospital","1928-03-06"
"1928-03-07",0,-9,5,-23,"hospital","1928-03-07"
"1928-03-08",0,-7,9,-23,"hospital","1928-03-08"
"1928-03-09",5.080000075697899,-1,7,-10,"hospital","1928-03-09"
"1928-03-10",0,-16,-5,-25,"hospital","1928-03-10"
"1928-03-11",0,-3,5,-10,"hospital","1928-03-11"
"1928-03-12",0,19,46,-7,"hospital","1928-03-12"
"1928-03-13",6.095999863743781,19,37,1,"hospital","1928-03-13"
"1928-03-14",0,-1,1,-3,"hospital","1928-03-14"
"1928-03-15",0,-7,5,-18,"hospital","1928-03-15"
"1928-03-16",0,-12,0,-23,"hospital","1928-03-16"
"1928-03-17",0,-10,3,-23,"hospital","1928-03-17"
"1928-03-18",0,-10,0,-21,"hospital","1928-03-18"
"1928-03-19",0,-7,7,-19,"hospital","1928-03-19"
"1928-03-20",0,-1,16,-19,"hospital","1928-03-20"
"1928-03-21",0,3,27,-19,"hospital","1928-03-21"
"1928-03-22",0,25,37,14,"hospital","1928-03-22"
"1928-03-23",0,27,61,-5,"hospital","1928-03-23"
"1928-03-24",0,57,77,37,"hospital","1928-03-24"
"1928-03-25",6.35,45,59,30,"hospital","1928-03-25"
"1928-03-26",3.8100001513957977,32,57,7,"hospital","1928-03-26"
"1928-03-27",5.080000075697899,-10,7,-28,"hospital","1928-03-27"
"1928-03-28",0,-10,7,-27,"hospital","1928-03-28"
"1928-03-29",0,-3,5,-10,"hospital","1928-03-29"
"1928-03-30",11.429999697208403,-10,-3,-16,"hospital","1928-03-30"
"1928-03-31",0,-5,14,-25,"hospital","1928-03-31"
"1928-04-01",0.5079999886453151,12,30,-3,"hospital","1928-04-01"
"1928-04-02",0,23,46,0,"hospital","1928-04-02"
"1928-04-03",10.667999666929244,54,70,39,"hospital","1928-04-03"
"1928-04-04",0,54,70,39,"hospital","1928-04-04"
"1928-04-05",15.748000121116638,48,57,41,"hospital","1928-04-05"
"1928-04-06",1.5239999659359453,48,57,41,"hospital","1928-04-06"
"1928-04-07",14.224000060558318,34,52,18,"hospital","1928-04-07"
"1928-04-08",0.7619999829679727,-1,18,-19,"hospital","1928-04-08"
"1928-04-09",0,-12,-3,-21,"hospital","1928-04-09"
"1928-04-10",0,0,18,-16,"hospital","1928-04-10"
"1928-04-11",0,12,39,-12,"hospital","1928-04-11"
"1928-04-12",0,21,39,3,"hospital","1928-04-12"
"1928-04-13",0,12,32,-7,"hospital","1928-04-13"
"1928-04-14",11.684000211954116,10,32,-10,"hospital","1928-04-14"
"1928-04-15",25.4,-9,5,-21,"hospital","1928-04-15"
"1928-04-16",0,1,14,-10,"hospital","1928-04-16"
"1928-04-17",0,9,27,-7,"hospital","1928-04-17"
"1928-04-18",0,23,52,-5,"hospital","1928-04-18"
"1928-04-19",4.572000181674957,21,50,-5,"hospital","1928-04-19"
"1928-04-20",0,3,23,-14,"hospital","1928-04-20"
"1928-04-21",2.0319999545812606,10,23,0,"hospital","1928-04-21"
"1928-04-22",0,12,19,5,"hospital","1928-04-22"
"1928-04-23",0,14,36,-7,"hospital","1928-04-23"
"1928-04-24",0,9,25,-5,"hospital","1928-04-24"
"1928-04-25",0,3,19,-10,"hospital","1928-04-25"
"1928-04-26",0,5,28,-16,"hospital","1928-04-26"
"1928-04-27",0,9,28,-10,"hospital","1928-04-27"
"1928-04-28",0,19,50,-9,"hospital","1928-04-28"
"1928-04-29",0,34,59,9,"hospital","1928-04-29"
"1928-04-30",0.7619999829679727,39,55,23,"hospital","1928-04-30"
"1928-05-01",0,32,50,14,"hospital","1928-05-01"
"1928-05-02",0,46,82,10,"hospital","1928-05-02"
"1928-05-03",0,70,100,41,"hospital","1928-05-03"
"1928-05-04",4.063999909162521,70,99,41,"hospital","1928-05-04"
"1928-05-05",10.41399990916252,34,54,14,"hospital","1928-05-05"
"1928-05-06",0,28,46,12,"hospital","1928-05-06"
"1928-05-07",0,25,46,3,"hospital","1928-05-07"
"1928-05-08",0,32,61,5,"hospital","1928-05-08"
"1928-05-09",0,50,84,18,"hospital","1928-05-09"
"1928-05-10",0,64,84,46,"hospital","1928-05-10"
"1928-05-11",0,37,52,23,"hospital","1928-05-11"
"1928-05-12",0,23,48,0,"hospital","1928-05-12"
"1928-05-13",0,27,57,-3,"hospital","1928-05-13"
"1928-05-14",0,37,64,12,"hospital","1928-05-14"
"1928-05-15",0,43,68,18,"hospital","1928-05-15"
"1928-05-16",20.320000302791595,54,66,43,"hospital","1928-05-16"
"1928-05-17",21.33599933385849,57,68,48,"hospital","1928-05-17"
"1928-05-18",15.240000605583191,50,68,32,"hospital","1928-05-18"
"1928-05-19",0.5079999886453151,57,68,46,"hospital","1928-05-19"
"1928-05-20",0,50,79,23,"hospital","1928-05-20"
"1928-05-21",0,55,79,32,"hospital","1928-05-21"
"1928-05-22",0,50,75,27,"hospital","1928-05-22"
"1928-05-23",0,48,72,27,"hospital","1928-05-23"
"1928-05-24",0,37,57,18,"hospital","1928-05-24"
"1928-05-25",4.3180000454187395,39,55,23,"hospital","1928-05-25"
"1928-05-26",0,32,55,10,"hospital","1928-05-26"
"1928-05-27",0,32,54,12,"hospital","1928-05-27"
"1928-05-28",0,37,50,25,"hospital","1928-05-28"
"1928-05-29",1.0159999772906303,43,59,28,"hospital","1928-05-29"
"1928-05-30",0.7619999829679727,41,57,25,"hospital","1928-05-30"
"1928-05-31",0,37,64,12,"hospital","1928-05-31"
"1928-06-01",0,48,72,27,"hospital","1928-06-01"
"1928-06-02",0,46,73,21,"hospital","1928-06-02"
"1928-06-03",0,32,59,7,"hospital","1928-06-03"
"1928-06-04",1.5239999659359453,41,55,28,"hospital","1928-06-04"
"1928-06-05",6.095999863743781,32,43,23,"hospital","1928-06-05"
"1928-06-06",54.61000242233276,34,37,32,"hospital","1928-06-06"
"1928-06-07",3.0479999318718907,43,68,18,"hospital","1928-06-07"
"1928-06-08",10.160000151395797,55,68,43,"hospital","1928-06-08"
"1928-06-09",0,41,46,37,"hospital","1928-06-09"
"1928-06-10",0,36,57,14,"hospital","1928-06-10"
"1928-06-11",0,48,70,28,"hospital","1928-06-11"
"1928-06-12",0,59,84,34,"hospital","1928-06-12"
"1928-06-13",0,73,84,63,"hospital","1928-06-13"
"1928-06-14",0,57,79,36,"hospital","1928-06-14"
"1928-06-15",0,45,66,23,"hospital","1928-06-15"
"1928-06-16",0,45,72,18,"hospital","1928-06-16"
"1928-06-17",0,54,79,28,"hospital","1928-06-17"
"1928-06-18",28.448000121116635,57,61,54,"hospital","1928-06-18"
"1928-06-19",6.35,57,73,43,"hospital","1928-06-19"
"1928-06-20",1.5239999659359453,63,72,54,"hospital","1928-06-20"
"1928-06-21",0,64,86,45,"hospital","1928-06-21"
"1928-06-22",0,64,84,45,"hospital","1928-06-22"
"1928-06-23",11.429999697208403,64,82,46,"hospital","1928-06-23"
"1928-06-24",0,57,73,41,"hospital","1928-06-24"
"1928-06-25",3.8100001513957977,48,68,30,"hospital","1928-06-25"
"1928-06-26",0.5079999886453151,39,54,27,"hospital","1928-06-26"
"1928-06-27",0,55,77,36,"hospital","1928-06-27"
"1928-06-28",7.6200003027915955,59,77,43,"hospital","1928-06-28"
"1928-06-29",5.333999833464622,52,55,50,"hospital","1928-06-29"
"1928-06-30",0,59,86,34,"hospital","1928-06-30"
"1928-07-01",0,72,90,54,"hospital","1928-07-01"
"1928-07-02",0,70,88,52,"hospital","1928-07-02"
"1928-07-03",4.3180000454187395,72,86,59,"hospital","1928-07-03"
"1928-07-04",0,75,91,59,"hospital","1928-07-04"
"1928-07-05",0.7619999829679727,72,88,55,"hospital","1928-07-05"
"1928-07-06",0,64,88,43,"hospital","1928-07-06"
"1928-07-07",0,79,106,54,"hospital","1928-07-07"
"1928-07-08",0,88,106,70,"hospital","1928-07-08"
"1928-07-09",0,81,97,66,"hospital","1928-07-09"
"1928-07-10",0,75,95,57,"hospital","1928-07-10"
"1928-07-11",0,72,91,54,"hospital","1928-07-11"
"1928-07-12",0,55,81,32,"hospital","1928-07-12"
"1928-07-13",0,61,75,46,"hospital","1928-07-13"
"1928-07-14",0,61,73,48,"hospital","1928-07-14"
"1928-07-15",0,64,86,43,"hospital","1928-07-15"
"1928-07-16",0,68,93,45,"hospital","1928-07-16"
"1928-07-17",0,72,97,48,"hospital","1928-07-17"
"1928-07-18",6.35,77,95,59,"hospital","1928-07-18"
"1928-07-19",27.43200109004974,75,91,59,"hospital","1928-07-19"
"1928-07-20",0,73,86,63,"hospital","1928-07-20"
"1928-07-21",2.7939999848604202,66,82,50,"hospital","1928-07-21"
"1928-07-22",10.667999666929244,72,82,63,"hospital","1928-07-22"
"1928-07-23",0,64,81,48,"hospital","1928-07-23"
"1928-07-24",0,66,90,45,"hospital","1928-07-24"
"1928-07-25",0,73,95,54,"hospital","1928-07-25"
"1928-07-26",0,73,91,55,"hospital","1928-07-26"
"1928-07-27",0,75,88,63,"hospital","1928-07-27"
"1928-07-28",0,55,70,41,"hospital","1928-07-28"
"1928-07-29",0,46,70,23,"hospital","1928-07-29"
"1928-07-30",0,55,79,34,"hospital","1928-07-30"
"1928-07-31",0,63,82,45,"hospital","1928-07-31"
"1928-08-01",0,75,91,59,"hospital","1928-08-01"
"1928-08-02",0,79,93,64,"hospital","1928-08-02"
"1928-08-03",1.0159999772906303,82,95,72,"hospital","1928-08-03"
"1928-08-04",2.0319999545812606,75,91,61,"hospital","1928-08-04"
"1928-08-05",8.382000333070755,68,77,61,"hospital","1928-08-05"
"1928-08-06",0,73,90,57,"hospital","1928-08-06"
"1928-08-07",0,70,97,45,"hospital","1928-08-07"
"1928-08-08",0,81,104,57,"hospital","1928-08-08"
"1928-08-09",0,84,104,64,"hospital","1928-08-09"
"1928-08-10",2.0319999545812606,77,95,59,"hospital","1928-08-10"
"1928-08-11",0,75,99,54,"hospital","1928-08-11"
"1928-08-12",0,57,82,32,"hospital","1928-08-12"
"1928-08-13",0,57,88,28,"hospital","1928-08-13"
"1928-08-14",0,63,91,36,"hospital","1928-08-14"
"1928-08-15",0,70,100,41,"hospital","1928-08-15"
"1928-08-16",0,77,104,50,"hospital","1928-08-16"
"1928-08-17",0,75,88,63,"hospital","1928-08-17"
"1928-08-18",0,64,79,50,"hospital","1928-08-18"
"1928-08-19",0,63,91,36,"hospital","1928-08-19"
"1928-08-20",0,70,93,46,"hospital","1928-08-20"
"1928-08-21",11.93799996972084,73,93,54,"hospital","1928-08-21"
"1928-08-22",0,52,77,27,"hospital","1928-08-22"
"1928-08-23",6.095999863743781,59,77,43,"hospital","1928-08-23"
"1928-08-24",4.3180000454187395,55,70,41,"hospital","1928-08-24"
"1928-08-25",0,50,73,28,"hospital","1928-08-25"
"1928-08-26",0,54,82,27,"hospital","1928-08-26"
"1928-08-27",0,66,95,37,"hospital","1928-08-27"
"1928-08-28",0,81,93,68,"hospital","1928-08-28"
"1928-08-29",0,64,91,37,"hospital","1928-08-29"
"1928-08-30",21.33599933385849,70,82,57,"hospital","1928-08-30"
"1928-08-31",0,48,68,28,"hospital","1928-08-31"
"1928-09-01",0,43,72,14,"hospital","1928-09-01"
"1928-09-02",9.65199987888336,61,75,46,"hospital","1928-09-02"
"1928-09-03",14.985999333858489,43,50,37,"hospital","1928-09-03"
"1928-09-04",0,41,59,25,"hospital","1928-09-04"
"1928-09-05",0,43,68,18,"hospital","1928-09-05"
"1928-09-06",0,54,77,30,"hospital","1928-09-06"
"1928-09-07",0,46,72,23,"hospital","1928-09-07"
"1928-09-08",0,61,86,37,"hospital","1928-09-08"
"1928-09-09",0,68,90,48,"hospital","1928-09-09"
"1928-09-10",0,75,91,59,"hospital","1928-09-10"
"1928-09-11",12.446000242233275,72,86,59,"hospital","1928-09-11"
"1928-09-12",2.5400000378489493,68,84,54,"hospital","1928-09-12"
"1928-09-13",0,70,82,59,"hospital","1928-09-13"
"1928-09-14",0,68,90,46,"hospital","1928-09-14"
"1928-09-15",22.351999878883362,68,90,48,"hospital","1928-09-15"
"1928-09-16",0,59,82,37,"hospital","1928-09-16"
"1928-09-17",0,55,82,30,"hospital","1928-09-17"
"1928-09-18",0,34,57,10,"hospital","1928-09-18"
"1928-09-19",0,34,59,10,"hospital","1928-09-19"
"1928-09-20",0,43,59,28,"hospital","1928-09-20"
"1928-09-21",0.5079999886453151,50,57,45,"hospital","1928-09-21"
"1928-09-22",0,45,64,25,"hospital","1928-09-22"
"1928-09-23",4.572000181674957,39,64,16,"hospital","1928-09-23"
"1928-09-24",0.5079999886453151,23,39,7,"hospital","1928-09-24"
"1928-09-25",30.734000968933103,23,39,9,"hospital","1928-09-25"
"1928-09-26",1.2700000189244747,16,30,3,"hospital","1928-09-26"
"1928-09-27",0,30,41,19,"hospital","1928-09-27"
"1928-09-28",0,28,41,18,"hospital","1928-09-28"
"1928-09-29",0,41,57,25,"hospital","1928-09-29"
"1928-09-30",0,28,59,0,"hospital","1928-09-30"
"1928-10-01",0,41,61,21,"hospital","1928-10-01"
"1928-10-02",10.922000181674957,52,68,36,"hospital","1928-10-02"
"1928-10-03",0,46,70,23,"hospital","1928-10-03"
"1928-10-04",0,61,73,50,"hospital","1928-10-04"
"1928-10-05",21.59000060558319,59,75,45,"hospital","1928-10-05"
"1928-10-06",0,43,73,14,"hospital","1928-10-06"
"1928-10-07",0,36,59,12,"hospital","1928-10-07"
"1928-10-08",0,37,55,21,"hospital","1928-10-08"
"1928-10-09",4.3180000454187395,46,55,37,"hospital","1928-10-09"
"1928-10-10",0,45,79,12,"hospital","1928-10-10"
"1928-10-11",0,70,91,48,"hospital","1928-10-11"
"1928-10-12",0,68,90,48,"hospital","1928-10-12"
"1928-10-13",22.098000121116637,54,77,32,"hospital","1928-10-13"
"1928-10-14",0,21,32,12,"hospital","1928-10-14"
"1928-10-15",0,48,75,23,"hospital","1928-10-15"
"1928-10-16",10.160000151395797,59,68,52,"hospital","1928-10-16"
"1928-10-17",4.572000181674957,55,64,48,"hospital","1928-10-17"
"1928-10-18",3.3019998788833615,46,55,37,"hospital","1928-10-18"
"1928-10-19",6.603999757766723,28,37,19,"hospital","1928-10-19"
"1928-10-20",1.5239999659359453,25,37,14,"hospital","1928-10-20"
"1928-10-21",0,32,55,10,"hospital","1928-10-21"
"1928-10-22",3.8100001513957977,43,50,36,"hospital","1928-10-22"
"1928-10-23",10.667999666929244,27,39,16,"hospital","1928-10-23"
"1928-10-24",4.3180000454187395,25,37,12,"hospital","1928-10-24"
"1928-10-25",1.7780000075697897,23,37,9,"hospital","1928-10-25"
"1928-10-26",0,12,28,-1,"hospital","1928-10-26"
"1928-10-27",2.0319999545812606,19,28,12,"hospital","1928-10-27"
"1928-10-28",0,12,19,7,"hospital","1928-10-28"
"1928-10-29",0,5,14,-3,"hospital","1928-10-29"
"1928-10-30",0,-3,14,-21,"hospital","1928-10-30"
"1928-10-31",0,9,23,-5,"hospital","1928-10-31"
"1928-11-01",0,14,25,5,"hospital","1928-11-01"
"1928-11-02",4.572000181674957,16,21,10,"hospital","1928-11-02"
"1928-11-03",13.207999515533446,14,16,12,"hospital","1928-11-03"
"1928-11-04",0,16,32,1,"hospital","1928-11-04"
"1928-11-05",0,19,39,1,"hospital","1928-11-05"
"1928-11-06",0,25,39,10,"hospital","1928-11-06"
"1928-11-07",1.2700000189244747,27,37,16,"hospital","1928-11-07"
"1928-11-08",6.603999757766723,16,28,3,"hospital","1928-11-08"
"1928-11-09",0,5,16,-3,"hospital","1928-11-09"
"1928-11-10",1.2700000189244747,3,14,-7,"hospital","1928-11-10"
"1928-11-11",0,16,28,5,"hospital","1928-11-11"
"1928-11-12",1.0159999772906303,18,27,9,"hospital","1928-11-12"
"1928-11-13",0,5,25,-14,"hospital","1928-11-13"
"1928-11-14",0,23,39,7,"hospital","1928-11-14"
"1928-11-15",0,45,61,28,"hospital","1928-11-15"
"1928-11-16",14.224000060558318,45,50,41,"hospital","1928-11-16"
"1928-11-17",28.448000121116635,48,57,39,"hospital","1928-11-17"
"1928-11-18",1.2700000189244747,34,46,23,"hospital","1928-11-18"
"1928-11-19",3.8100001513957977,21,25,18,"hospital","1928-11-19"
"1928-11-20",3.0479999318718907,10,18,5,"hospital","1928-11-20"
"1928-11-21",5.080000075697899,3,5,3,"hospital","1928-11-21"
"1928-11-22",5.333999833464622,-1,5,-7,"hospital","1928-11-22"
"1928-11-23",0,-1,7,-10,"hospital","1928-11-23"
"1928-11-24",1.2700000189244747,1,10,-7,"hospital","1928-11-24"
"1928-11-25",0,-19,-3,-34,"hospital","1928-11-25"
"1928-11-26",0,-10,5,-25,"hospital","1928-11-26"
"1928-11-27",0,-5,7,-16,"hospital","1928-11-27"
"1928-11-28",0,1,7,-1,"hospital","1928-11-28"
"1928-11-29",0,5,7,3,"hospital","1928-11-29"
"1928-11-30",7.874000060558319,12,19,5,"hospital","1928-11-30"
"1928-12-01",0,1,10,-7,"hospital","1928-12-01"
"1928-12-02",0,1,12,-7,"hospital","1928-12-02"
"1928-12-03",3.8100001513957977,9,18,0,"hospital","1928-12-03"
"1928-12-04",1.2700000189244747,-1,5,-7,"hospital","1928-12-04"
"1928-12-05",2.5400000378489493,-16,-3,-28,"hospital","1928-12-05"
"1928-12-06",0,-27,-14,-39,"hospital","1928-12-06"
"1928-12-07",0,-21,-12,-28,"hospital","1928-12-07"
"1928-12-08",0,-34,-18,-50,"hospital","1928-12-08"
"1928-12-09",0,-19,0,-39,"hospital","1928-12-09"
"1928-12-10",0,-16,9,-39,"hospital","1928-12-10"
"1928-12-11",0,0,23,-21,"hospital","1928-12-11"
"1928-12-12",1.7780000075697897,5,14,-1,"hospital","1928-12-12"
"1928-12-13",7.112000030279159,10,14,7,"hospital","1928-12-13"
"1928-12-14",29.20999939441681,12,14,12,"hospital","1928-12-14"
"1928-12-15",0,16,21,10,"hospital","1928-12-15"
"1928-12-16",0.5079999886453151,18,21,14,"hospital","1928-12-16"
"1928-12-17",13.970000302791595,7,19,-5,"hospital","1928-12-17"
"1928-12-18",2.5400000378489493,-14,-5,-23,"hospital","1928-12-18"
"1928-12-19",0,-10,-3,-18,"hospital","1928-12-19"
"1928-12-20",0,-27,-18,-36,"hospital","1928-12-20"
"1928-12-21",7.6200003027915955,-41,-36,-46,"hospital","1928-12-21"
"1928-12-22",0,-34,-16,-50,"hospital","1928-12-22"
"1928-12-23",0,-30,-3,-55,"hospital","1928-12-23"
"1928-12-24",0,-19,10,-48,"hospital","1928-12-24"
"1928-12-25",0,-7,5,-18,"hospital","1928-12-25"
"1928-12-26",0,1,19,-16,"hospital","1928-12-26"
"1928-12-27",0,3,9,0,"hospital","1928-12-27"
"1928-12-28",0,3,14,-5,"hospital","1928-12-28"
"1928-12-29",0,1,10,-7,"hospital","1928-12-29"
"1928-12-30",0,-12,-7,-16,"hospital","1928-12-30"
"1928-12-31",0,-5,1,-12,"hospital","1928-12-31"
"1929-01-01",18.288000726699828,-14,0,-27,"hospital","1929-01-01"
"1929-01-02",0,-30,-16,-43,"hospital","1929-01-02"
"1929-01-03",4.82599993944168,-36,-16,-54,"hospital","1929-01-03"
"1929-01-04",0,-39,-16,-61,"hospital","1929-01-04"
"1929-01-05",7.874000060558319,-10,9,-30,"hospital","1929-01-05"
"1929-01-06",0,-19,7,-45,"hospital","1929-01-06"
"1929-01-07",0,-45,-36,-52,"hospital","1929-01-07"
"1929-01-08",0,-45,-21,-66,"hospital","1929-01-08"
"1929-01-09",0,-9,9,-25,"hospital","1929-01-09"
"1929-01-10",2.5400000378489493,-9,1,-18,"hospital","1929-01-10"
"1929-01-11",0,-21,-10,-30,"hospital","1929-01-11"
"1929-01-12",0,-43,-27,-59,"hospital","1929-01-12"
"1929-01-13",0,-46,-30,-63,"hospital","1929-01-13"
"1929-01-14",0,-61,-50,-72,"hospital","1929-01-14"
"1929-01-15",0,-45,-28,-61,"hospital","1929-01-15"
"1929-01-16",0,-45,-23,-64,"hospital","1929-01-16"
"1929-01-17",3.5560000151395794,-14,7,-36,"hospital","1929-01-17"
"1929-01-18",24.129999697208405,3,19,-10,"hospital","1929-01-18"
"1929-01-19",1.2700000189244747,-3,14,-21,"hospital","1929-01-19"
"1929-01-20",0,-23,-10,-36,"hospital","1929-01-20"
"1929-01-21",0,-25,-12,-36,"hospital","1929-01-21"
"1929-01-22",7.6200003027915955,-23,-3,-41,"hospital","1929-01-22"
"1929-01-23",0,-21,-9,-34,"hospital","1929-01-23"
"1929-01-24",0,-30,-18,-41,"hospital","1929-01-24"
"1929-01-25",0,-30,-18,-41,"hospital","1929-01-25"
"1929-01-26",0,-32,-25,-39,"hospital","1929-01-26"
"1929-01-27",0,-34,-25,-41,"hospital","1929-01-27"
"1929-01-28",4.063999909162521,-37,-27,-46,"hospital","1929-01-28"
"1929-01-29",0,-32,-23,-39,"hospital","1929-01-29"
"1929-01-30",0,-36,-25,-46,"hospital","1929-01-30"
"1929-01-31",6.35,-34,-25,-41,"hospital","1929-01-31"
"1929-02-01",0,-36,-28,-41,"hospital","1929-02-01"
"1929-02-02",0,-28,-18,-37,"hospital","1929-02-02"
"1929-02-03",0,-37,-25,-50,"hospital","1929-02-03"
"1929-02-04",0,-41,-21,-61,"hospital","1929-02-04"
"1929-02-05",0,-28,-9,-48,"hospital","1929-02-05"
"1929-02-06",2.0319999545812606,-19,-10,-28,"hospital","1929-02-06"
"1929-02-07",4.572000181674957,-14,-7,-21,"hospital","1929-02-07"
"1929-02-08",6.35,-16,-10,-21,"hospital","1929-02-08"
"1929-02-09",2.5400000378489493,-18,-10,-23,"hospital","1929-02-09"
"1929-02-10",0,-32,-23,-39,"hospital","1929-02-10"
"1929-02-11",4.572000181674957,-39,-30,-48,"hospital","1929-02-11"
"1929-02-12",0,-34,-25,-41,"hospital","1929-02-12"
"1929-02-13",2.2860000908374785,-30,-21,-37,"hospital","1929-02-13"
"1929-02-14",0,-27,-18,-36,"hospital","1929-02-14"
"1929-02-15",2.5400000378489493,-21,-10,-30,"hospital","1929-02-15"
"1929-02-16",0,-5,10,-21,"hospital","1929-02-16"
"1929-02-17",0,-18,1,-37,"hospital","1929-02-17"
"1929-02-18",0,-18,1,-37,"hospital","1929-02-18"
"1929-02-19",8.889999848604202,-45,-37,-52,"hospital","1929-02-19"
"1929-02-20",0,-61,-34,-88,"hospital","1929-02-20"
"1929-02-21",0,-36,-16,-55,"hospital","1929-02-21"
"1929-02-22",0,-27,-12,-39,"hospital","1929-02-22"
"1929-02-23",0,-27,-1,-50,"hospital","1929-02-23"
"1929-02-24",0,-5,7,-16,"hospital","1929-02-24"
"1929-02-25",0,-1,7,-10,"hospital","1929-02-25"
"1929-02-26",0,5,18,-7,"hospital","1929-02-26"
"1929-02-27",0,-3,7,-12,"hospital","1929-02-27"
"1929-02-28",0,-7,10,-23,"hospital","1929-02-28"
"1929-03-01",3.8100001513957977,-1,10,-14,"hospital","1929-03-01"
"1929-03-02",1.2700000189244747,1,12,-9,"hospital","1929-03-02"
"1929-03-03",0,10,23,0,"hospital","1929-03-03"
"1929-03-04",0,1,7,-3,"hospital","1929-03-04"
"1929-03-05",0,-1,5,-7,"hospital","1929-03-05"
"1929-03-06",0,14,37,-9,"hospital","1929-03-06"
"1929-03-07",0,-7,36,-48,"hospital","1929-03-07"
"1929-03-08",0,-19,7,-45,"hospital","1929-03-08"
"1929-03-09",0,-14,7,-36,"hospital","1929-03-09"
"1929-03-10",0,-12,12,-37,"hospital","1929-03-10"
"1929-03-11",1.0159999772906303,16,37,-3,"hospital","1929-03-11"
"1929-03-12",0,34,55,12,"hospital","1929-03-12"
"1929-03-13",7.112000030279159,34,54,16,"hospital","1929-03-13"
